domain,path,type,media_name,state_abbr,countyFIPS,is_local_news_site
tricitytimes-online.com,,newspaper,Tri-City Times,MI,26087,
falmouthoutlook.com,,newspaper,Falmouth Outlook,KY,21191,
weeklyrecordherald.com,,newspaper,Weekly Record Herald,OH,39109,
thecoosacountynews.com,,newspaper,Coosa County News,AL,01037,
bensoncountynews.com,,newspaper,Benson County Farmers Press,ND,38005,
elginreview.com,,newspaper,Elgin Review,NE,31003,
lewiscountyherald.com,,newspaper,Lewis County Herald,KY,21135,
sunews.net,,newspaper,Southern Utah News,UT,49025,
mariescountyadvocate.com,,newspaper,Maries County Advocate,MO,29125,
unterrifieddemocrat.com,,newspaper,Unterrified Democrat,MO,29151,
thegallatincountynews.com,,newspaper,Gallatin County News,KY,21077,
elliscountystar.com,,newspaper,Ellis County Star,OK,40045,
dentonrc.com,,newspaper,Denton Record-Chronicle,TX,48121,
leecountyledger.com,,newspaper,Lee County Ledger,GA,13177,
mcnews.online,,newspaper,Montgomery County News,AR,05097,
swarkansasnews.com,,newspaper,Glenwood Herald,AR,05109,
dewittmedia.com,,newspaper,Tribune Press Reporter,WI,55109,
edgertonreporter.com,,newspaper,Edgerton Reporter,WI,55105,
schulenburgsticker.com,,newspaper,The Schulenburg Sticker,TX,48149,
nebnjl.com,,newspaper,Nebraska Journal-Leader,NE,31051,
onidawatchman.com,,newspaper,Onida Watchman,SD,46119,
belmondnews.com,,newspaper,The Belmond Independent,IA,19197,
svinews.com,,newspaper,Star Valley Independent,WY,56023,
thedodgevillechronicle.com,,newspaper,The Dodgeville Chronicle,WI,55049,
prestontimesonline.com,,newspaper,Preston Times,IA,19097,
thenewsjournal.net,,newspaper,The News Journal,KY,21235,
bucksportenterprise.com,,newspaper,The Bucksport Enterprise,ME,23009,
chestertontribune.com,,newspaper,Chesterton Tribune,IN,18127,
newsandreviewonline.com,,newspaper,News and Review,IN,18181,
yournewsjournal.com,,newspaper,North Manchester News-Journal,IN,18169,
thepaperofwabash.com,,newspaper,The Paper of Wabash County,IN,18169,
lagrangenewsonline.com,,newspaper,LaGrange Standard-News,IN,18087,
bentonreview.com,,newspaper,Benton Review,IN,18007,
carrollcountycomet.com,,newspaper,Carroll County Comet,IN,18015,
thevalleytribune.com,,newspaper,Valley Tribune,TX,48045,
griswoldamerican.com,,newspaper,Griswold American,IA,19029,
adairprogress.com,,newspaper,Adair Progress,KY,21001,
voiceofthevalley.com,,newspaper,Voice of the Valley,WA,53033,
riley-countian.com,,newspaper,The Riley Countian,KS,20161,
thealbanynews.net,,newspaper,The Albany News,TX,48417,
farragutpress.com,,newspaper,Farragut Press,TN,47093,
marshallcountyjournal.com,,newspaper,Marshall County Journal,SD,46091,
pctribune.com,,newspaper,Pope County Tribune,MN,27121,
mcbeacon.com,,newspaper,Monroe County Beacon,OH,39111,
trianglenewsleader.com,,newspaper,Triangle News Leader,FL,12069,
themercedesenterprise.com,,newspaper,Mercedes Enterprise,TX,48215,
themiddletownnews.com,,newspaper,Middletown News,IN,18065,
ourherald.com,,newspaper,Herald of Randolph,VT,50017,
ferdinandnews.com,,newspaper,Ferdinand News,IN,18037,
falloncountytimes.com,,newspaper,Fallon County Times,MT,30025,
anthonyrepublicannews.com,,newspaper,The Anthony Republican,KS,20077,
bocabeacon.com,,newspaper,Boca Beacon,FL,12071,
coronadonewsca.com,,newspaper,Coronado Eagle and Journal,CA,06073,
cranberryeagle.com,,newspaper,Cranberry Eagle,PA,42019,
butlereagle.com,,newspaper,Butler Eagle,PA,42019,
eastprovri.com,,newspaper,East Providence Post,RI,44007,
newportthisweek.com,,newspaper,Newport This Week,RI,44005,
sakonnet.com,,newspaper,Sakonnet Times,RI,44005,
eastbayri.com,,newspaper,Barrington Times,RI,44001,
nwnews.com,,newspaper,Woodinville Weekly,WA,53033,
easyreadernews.com,,newspaper,Easy Reader,CA,06037,
ecbpublishing.com,,newspaper,Monticello News/Jefferson Journal,FL,12065,
hintonnews.com,,newspaper,Hinton News,WV,54089,
wvdailynews.net,,newspaper,West Virginia Daily News,WV,54025,
imperialbeachnewsca.com,,newspaper,Imperial Beach Eagle and Times,CA,06073,
charlestoncitypaper.com,,newspaper,The Charleston City Paper,SC,45019,
13towns.com,,newspaper,The Thirteen Towns,MN,27119,
thenebraskasignal.com,,newspaper,Nebraska Signal,NE,31059,
hebronjournalregister.com,,newspaper,Hebron Journal-Register,NE,31169,
appletonpress.com,,newspaper,The Appleton Press,MN,27151,
artesianews.com,,newspaper,Artesia Daily Press,NM,35015,
currentargus.com,,newspaper,Carlsbad Current-Argus,NM,35015,
riograndesun.com,,newspaper,Rio Grande Sun,NM,35039,
alamogordonews.com,,newspaper,Alamogordo Daily News,NM,35035,
ruidosonews.com,,newspaper,Ruidoso News,NM,35027,
lavernianews.com,,newspaper,La Vernia News,TX,48493,
wilsoncountynews.com,,newspaper,Wilson County News,TX,48493,
wasecacountypioneer.com,,newspaper,Waseca County Pioneer,MN,27161,
fairhavenneighborhoodnews.com,,newspaper,Fairhaven Neighborhood News,MA,25005,
whitehallledger.com,,newspaper,Whitehall Ledger,MT,30043,
elkcityoknews.com,,newspaper,Elk City Daily News,OK,40009,
mcrecordonline.com,,newspaper,Madison County Record,AR,05087,
elliott-publishing.com,,newspaper,Golden-Clayton New Era,IL,17001,
pleasantonweekly.com,,newspaper,Pleasanton Weekly,CA,06001,
almanacnews.com,,newspaper,Almanac,CA,06081,
mv-voice.com,,newspaper,Mountain View Voice,CA,06085,
paloaltoonline.com,,newspaper,Palo Alto Weekly,CA,06085,
etvnews.com,,newspaper,ETV News,UT,49007,
madisonjournal.com,,newspaper,Madison Journal,LA,22065,
era-leader.com,,newspaper,Era-Leader,LA,22117,
dumasclarion.com,,newspaper,Dumas Clarion,AR,05041,
clarkecountytrib.com,,newspaper,Clarke County Tribune,MS,28023,
pressregister.com,,newspaper,Clarksdale Press Register,MS,28027,
northsidesun.com,,newspaper,Northside Sun,MS,28049,
grenadastar.com,,newspaper,Grenada Star,MS,28043,
starherald.net,,newspaper,The Star-Herald,MS,28007,
winonatimes.com,,newspaper,The Conservative,MS,28015,
choctawplaindealer.com,,newspaper,Choctaw Plaindealer,MS,28019,
hubcityspokes.com,,newspaper,Pine Belt News,MS,28073,
gwcommonwealth.com,,newspaper,Greenwood Commonwealth,MS,28083,
columbianprogress.com,,newspaper,Columbian-Progress,MS,28091,
newtoncountyappeal.com,,newspaper,The Newton County Appeal,MS,28101,
enterprise-journal.com,,newspaper,Enterprise-Journal,MS,28113,
yazooherald.net,,newspaper,Yazoo Herald,MS,28163,
winstoncountyjournal.com,,newspaper,Winston County Journal,MS,28159,
websterprogresstimes.com,,newspaper,Webster Progress-Times,MS,28155,
sctonline.net,,newspaper,Scott County Times,MS,28123,
simpsoncounty.ms,,newspaper,Magee Courier,MS,28127,
ddtonline.com,,newspaper,Delta Democrat-Times,MS,28151,
enterprise-tocsin.com,,newspaper,Enterprise-Tocsin,MS,28133,
tallahatchienews.ms,,newspaper,The Charleston Sun-Sentinel,MS,28135,
taterecord.com,,newspaper,Tate Record,MS,28137,
mckenzieriverreflectionsnewspaper.com,,newspaper,McKenzie River Reflections,OR,41039,
ejnewspaper.com,,newspaper,St. Ansgar Enterprise Journal,IA,19131,
ekalakaeagle.com,,newspaper,Ekalaka Eagle,MT,30011,
warrensheaf.com,,newspaper,Warren Sheaf,MN,27089,
montereycountyweekly.com,,newspaper,Monterey County Weekly,CA,06053,
thecricket.com,,newspaper,The Manchester Cricket,MA,25009,
madisoniannews.com,,newspaper,Madisonian,MT,30057,
ironcountyminer.com,,newspaper,Iron County Miner,WI,55051,
sandiegoreader.com,,newspaper,San Diego Reader,CA,06073,
thesummervillenews.com,,newspaper,The Summerville News,GA,13055,
itemlive.com,,newspaper,The Daily Item,MA,25009,
marbleheadweeklynews.com,,newspaper,Marblehead Weekly News,MA,25009,
monroecountyherald.com,,newspaper,Monroe County Herald,WI,55081,
cashtonrecord.com,,newspaper,Cashton Record,WI,55081,
crescotimes.com,,newspaper,Cresco Times-Plain Dealer,IA,19089,
postandcourier.com,,newspaper,The Post and Courier,SC,45019,
excelsiorspringsstandard.com,,newspaper,Excelsior Springs Standard,MO,29047,
northernexpress.com,,newspaper,Northern Express Weekly,MI,26055,
mtexpress.com,,newspaper,Idaho Mountain Express,ID,16013,
upandcomingweekly.com,,newspaper,Up & Coming Weekly,NC,37051,
fgazette.com,,newspaper,The Gazette,LA,22111,
ennisdailynews.com,,newspaper,The Ennis News,TX,48139,
richmond-dailynews.com,,newspaper,Richmond Daily News,MO,29177,
och-c.com,,newspaper,The Osage County Herald-Chronicle,KS,20139,
coffeycountyonline.com,,newspaper,The Coffey County Republican,KS,20031,
fairfieldbaynews.com,,newspaper,Lake Area Weekly,AR,05141,
fairviewrepublican.com,,newspaper,Fairview Republican,OK,40093,
hugotonhermes.com,,newspaper,The Hugoton Hermes,KS,20189,
capenews.net,,newspaper,The Falmouth Enterprise,MA,25001,
citizenofeastalabama.com,,newspaper,The Citizen of East Alabama,AL,01113,
farmerpublishing.com,,newspaper,Atchison County Mail,MO,29005,
farmersindependent.com,,newspaper,Farmers Independent,MN,27029,
news-ridgecrest.com,,newspaper,The News Review,CA,06029,
fayettecountyrecord.com,,newspaper,The Fayette County Record,TX,48149,
thesounder.com,,newspaper,The Sounder,WI,55117,
gonzalesinquirer.com,,newspaper,The Gonzales Inquirer,TX,48177,
katytimes.com,,newspaper,Katy Times,TX,48201,
hillcountrynews.com,,newspaper,Hill Country News,TX,48491,
edgertonenterprise.com,,newspaper,The Edgerton Enterprise,MN,27117,
waukonstandard.com,,newspaper,The Standard,IA,19005,
trempcountytimes.com,,newspaper,Trempealeau County Times,WI,55121,
marquettecountytribune.com,,newspaper,The Marquette County Tribune,WI,55077,
timesvillager.com,,newspaper,Times-Villager,WI,55087,
wrightstownspirit.com,,newspaper,Wrightstown Spirit,WI,55087,
reedsburgindependent.com,,newspaper,Reedsburg Independent,WI,55111,
homenewsrv.com,,newspaper,Home News,WI,55111,
wiscstarnews.com,,newspaper,Star News,WI,55111,
bannerjournal.com,,newspaper,Banner Journal,WI,55053,
postmessengerrecorder.com,,newspaper,Post Messenger Recorder,WI,55045,
clarkcopress.com,,newspaper,The Clark County Press,WI,55019,
middletontimes.com,,newspaper,Middleton Times-Tribune,WI,55025,
mounthorebmail.com,,newspaper,Mount Horeb Mail,WI,55025,
afnewspapers.com,,newspaper,Adams-Friendship Times Reporter,WI,55001,
dardanellepostdispatch.com,,newspaper,Dardanelle Post-Dispatch,AR,05149,
theyellcountyrecord.com,,newspaper,Yell County Record,AR,05149,
headlightnews.com,,newspaper,Petit Jean Country Headlight,AR,05029,
hometowndebate.com,,newspaper,Lewis County News,WA,53041,
mountainx.com,,newspaper,Mountain Xpress,NC,37021,
plattecountylandmark.com,,newspaper,Landmark,MO,29165,
theapopkachief.com,,newspaper,The Apopka Chief,FL,12095,
daytondailynews.com,,newspaper,Dayton Daily News,OH,39113,
mhatimes.press,,newspaper,MHA Times,ND,38053,
pioneertribune.com,,newspaper,Pioneer-Tribune,MI,26153,
tdtnews.com,,newspaper,Temple Daily Telegram,TX,48027,
kdhnews.com,,newspaper,Killeen Daily Herald,TX,48027,
sterlingbulletin.net,,newspaper,Sterling Bulletin,KS,20159,
dentonorator.com,,newspaper,Denton Orator,NC,37057,
ftcivicleague.org,,newspaper,Franklin Township Informer,IN,18097,
odessarecord.com,,newspaper,Lincoln County Record-Times,WA,53043,
cheneyfreepress.com,,newspaper,Cheney Free Press,WA,53063,
wcgazette.com,,newspaper,Whitman County Gazette,WA,53075,
ritzvillejournal.com,,newspaper,Ritzville Adams County Journal,WA,53001,
freeburgtribune.com,,newspaper,Freeburg Tribune,IL,17163,
alliancetimes.com,,newspaper,Alliance Times-Herald,NE,31013,
frionaonline.com,,newspaper,Friona Star,TX,48369,
gadcotimes.com,,newspaper,Gadsden County Times,FL,12039,
gallupindependent.com,,newspaper,Gallup Independent,NM,35031,
maryvilledailyforum.com,,newspaper,Maryville Forum,MO,29147,
gctimesonline.com,,newspaper,George County Times,MS,28039,
garnett-ks.com,,newspaper,The Anderson County Review,KS,20003,
defuniakherald.com,,newspaper,The DeFuniak Springs Herald,FL,12131,
westernwisconsin.news,,newspaper,Spring Valley -Elmwood Argus Sun,WI,55093,
risnerweb.com,,newspaper,Hickman County Times,KY,21105,
wordpress.com,,newspaper,The Tuskegee News,AL,01087,
dundeeonline.com,,newspaper,Dundee Independent,MI,26115,
marengopioneerrepublican.com,,newspaper,Marengo Pioneer-Republican,IA,19095,
thegazette.com,,newspaper,Gazette,IA,19113,
sacgazette.com,,newspaper,Sacramento Gazette,CA,06067,
oakwoodregister.com,,newspaper,Oakwood Register,OH,39113,
mchnews.com,,newspaper,Morgan County Herald,OH,39115,
morrowcountysentinel.com,,newspaper,Morrow County Sentinel,OH,39117,
zanesvilletimesrecorder.com,,newspaper,Times Recorder,OH,39119,
theameryfreepress.com,,newspaper,Amery Free Press,WI,55095,
osceolasun.com,,newspaper,The Sun,WI,55095,
burnettcountysentinel.com,,newspaper,Burnett County Sentinel,WI,55013,
momenceprogressreporter.com,,newspaper,The Momence Progress Reporter,IL,17091,
northplattebulletin.com,,newspaper,North Platte Bulletin,NE,31111,
humboldt-standard.com,,newspaper,Humboldt Standard,NE,31147,
nola.com,,newspaper,The Times-Picayune/New Orleans Advocate,LA,22071,
theadvocate.com,,newspaper,The Advocate,LA,22033,
lakeviewareanewspaper.com,,newspaper,Lakeview Area News,MI,26117,
hookercountytribune.com,,newspaper,Hooker County Tribune,NE,31091,
ipswichtribune.com,,newspaper,Edmunds County Tribune,SD,46045,
leader-call.com,,newspaper,Laurel Leader-Call,MS,28067,
thecash-book.com,,newspaper,Cash-Book Journal/The Weekender,MO,29031,
glcitizen.com,,newspaper,Glastonbury Citizen,CT,09110,
thomastribune.com,,newspaper,Thomas Tribune,OK,40039,
theseabreezebeacon.com,,newspaper,The Seabreeze Beacon,TX,48071,
mcnewsonline.com,,newspaper,Meade County News,KS,20119,
rossmoornews.com,,newspaper,Rossmoor News,CA,06013,
cityandstateny.com,,newspaper,City & State New York,NY,36061,
gpkmedia.com,,newspaper,Sierra County Sentinel,NM,35051,
rivertonranger.com,,newspaper,Riverton Ranger,WY,56013,
metnews.com,,newspaper,News-Enterprise,CA,06037,
starcouriernews.com,,newspaper,Highlands Star/Crosby Courier,TX,48201,
nenewsroom.com,,newspaper,Northeast News,TX,48201,
frankenmuthnews.com,,newspaper,Frankenmuth News,MI,26145,
elgincourier.com,,newspaper,Elgin Courier,TX,48021,
banderabulletin.com,,newspaper,Bandera Bulletin,TX,48019,
sealynews.com,,newspaper,The Sealy News,TX,48015,
navasotaexaminer.com,,newspaper,The Navasota Examiner,TX,48185,
theanahuacprogress.com,,newspaper,The Anahuac Progress,TX,48071,
alpineavalanche.com,,newspaper,The Alpine Avalanche,TX,48043,
coloradocountycitizen.com,,newspaper,The Colorado County Citizen,TX,48089,
fortstocktonpioneer.com,,newspaper,The Fort Stockton Pioneer,TX,48371,
boernestar.com,,newspaper,The Boerne Star,TX,48259,
thevindicator.com,,newspaper,The Vindicator,TX,48291,
madisonvillemeteor.com,,newspaper,The Madisonville Meteor,TX,48313,
taylorpress.net,,newspaper,Taylor Press,TX,48491,
bradfordjournal.com,,newspaper,Bradford Journal,PA,42083,
communitynewspaper.com,,newspaper,Miami's Community News,FL,12086,
thecr.com,,newspaper,The Commercial Review,IN,18075,
hartfordcitynewstimes.com,,newspaper,News-Times,IN,18009,
altustimes.com,,newspaper,Altus Times,OK,40065,
press-leader.com,,newspaper,Frederick Press-Leader,OK,40141,
durantdemocrat.com,,newspaper,Durant Daily Democrat,OK,40013,
gregorynews.com,,newspaper,Gregory Times-Advocate,SD,46053,
valentinenews.com,,newspaper,Valentine Midland News,NE,31031,
ainsworthnews.com,,newspaper,Ainsworth Star-Journal,NE,31017,
greenepublishing.com,,newspaper,Madison County Carrier/Madison Enterprise-Recorder,FL,12079,
lasvegassun.com,,newspaper,Las Vegas Sun,NV,32003,
lasvegasweekly.com,,newspaper,Las Vegas Weekly,NV,32003,
recordargusnews.com,,newspaper,The Record-Argus,PA,42085,
gilmermirror.com,,newspaper,The Gilmer Mirror,TX,48459,
ferrycountyview.com,,newspaper,Ferry County View,WA,53019,
anjournal.com,,newspaper,Advance News Journal,TX,48215,
wilkamiterecord.com,,newspaper,Wilk-Amite Record,MS,28005,
worldjournalnewspaper.com,,newspaper,World Journal,CO,08055,
bhweekly.com,,newspaper,Beverly Hills Weekly,CA,06037,
forestparkreview.com,,newspaper,Forest Park Review,IL,17031,
oakpark.com,,newspaper,Wednesday Journal of Oak Park and River Forest,IL,17031,
austinweeklynews.com,,newspaper,Austin Weekly News,IL,17031,
rblandmark.com,,newspaper,Riverside-Brookfield Landmark,IL,17031,
vfpress.news,,newspaper,Village Free Press,IL,17031,
gulfbreezenews.com,,newspaper,Gulf Breeze News,FL,12113,
naplespress.com,,newspaper,The Naples Press,FL,12021,
freepressnewspapers.com,,newspaper,Coal City Courant,IL,17063,
elba-clipper.com,,newspaper,The Elba Clipper,AL,01031,
shoshonenewspress.com,,newspaper,Shoshone News-Press,ID,16079,
bonnercountydailybee.com,,newspaper,Bonner County Daily Bee,ID,16017,
bonnersferryherald.com,,newspaper,Bonners Ferry Herald,ID,16021,
cdapress.com,,newspaper,Coeur d'Alene Press,ID,16055,
vp-mi.com,,newspaper,Mineral Independent,MT,30061,
leaderadvertiser.com,,newspaper,Lake County Leader,MT,30047,
thewesternnews.com,,newspaper,Western News,MT,30053,
whitefishpilot.com,,newspaper,Whitefish Pilot,MT,30029,
flatheadnewsgroup.com,,newspaper,Hungry Horse News,MT,30029,
bigforkeagle.com,,newspaper,Bigfork Eagle,MT,30029,
dailyinterlake.com,,newspaper,Daily Inter Lake,MT,30029,
columbiabasinherald.com,,newspaper,Columbia Basin Herald,WA,53025,
courierpapers.com,,newspaper,Courier Newspapers,IL,17179,
turtlelaketimes.com,,newspaper,The Times,WI,55005,
capemaycountyherald.com,,newspaper,Cape May County Herald,NJ,34009,
decorahnewspapers.com,,newspaper,Decorah Leader,IA,19191,
algona.com,,newspaper,Kossuth County Advance,IA,19109,
charlescitypress.com,,newspaper,Charles City Press,IA,19067,
nhtrib.com,,newspaper,Nashua Reporter,IA,19037,
spencerdailyreporter.com,,newspaper,Spencer Reporter,IA,19041,
dickinsoncountynews.com,,newspaper,Dickinson County News,IA,19059,
myrtlepointherald.com,,newspaper,Myrtle Point Herald,OR,41011,
hamlincountypublishing.com,,newspaper,Estelline Journal,SD,46057,
houghtonlakeresorter.com,,newspaper,Houghton Lake Resorter,MI,26143,
quillnewspaper.com,,newspaper,Henderson County Quill,IL,17071,
themillerpress.com,,newspaper,Miller Press,SD,46059,
brenhambanner.com,,newspaper,The Banner-Press,TX,48477,
leader-news.com,,newspaper,Wharton County Leader-News,TX,48481,
kaufmanherald.com,,newspaper,The Kaufman Herald,TX,48257,
fbherald.com,,newspaper,Fort Bend Herald,TX,48157,
rockportpilot.com,,newspaper,Rockport Pilot,TX,48007,
alvinsun.net,,newspaper,The Alvin Sun,TX,48039,
harvardpress.com,,newspaper,The Harvard Press,MA,25027,
newslj.com,,newspaper,News Letter Journal,WY,56045,
stlargusnews.com,,newspaper,St. Louis Argus,MO,29510,
jacksoncountytimes.net,,newspaper,Jackson County Times,FL,12063,
nwkansas.com,,newspaper,St. Francis Herald & Bird City Times,KS,20023,
jdledger.com,,newspaper,Jeff Davis Ledger,GA,13161,
portclintonnewsherald.com,,newspaper,Port Clinton News-Herald,OH,39123,
springfieldap.com,,newspaper,Springfield Advance-Press,MN,27015,
newsminer.com,,newspaper,Fairbanks Daily News-Miner,AK,02090,
kodiakdailymirror.com,,newspaper,Kodiak Daily Mirror,AK,02150,
frazeeforum.com,,newspaper,Frazee-Vergas Forum,MN,27005,
nymdispatch.com,,newspaper,New York Mills Dispatch,MN,27111,
hpherald.com,,newspaper,Hyde Park Herald,IL,17031,
