classification,class_2,local_regional,domain,name,state,website,twitter,youtube,facebook,owner,medium,collection_date,source
local,local,1,kittsonarea.com,kittson county enterprise,MN,http://www.kittsonarea.com,,,https://www.facebook.com/KCoEnterprise,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kitv.com,kitv,HI,http://www.kitv.com/,,,,Hearst Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kivitv.com,kivi,ID,http://www.kivitv.com/,,,,Journal Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kixe.org,kixe,CA,http://www.kixe.org/,,,,"North California Educational TV Association, Inc.",TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kjct8.com,kjct,CO,http://www.kjct8.com/,,,,Pikes Peak Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kjeotv.com,kjeo-ld,CA,http://www.kjeotv.com/,,,,Cocola Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kjrh.com,kjrh,OK,http://www.kjrh.com/,,,,E.W. Scripps,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kjtv34.com,kjtv,TX,http://www.kjtv34.com/,,,,Ramar Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kjwp2.com,kjwp,DE,http://kjwp2.com/,,,,PMCM TV,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kjzz.com,kjzz,UT,http://www.kjzz.com/,,,,Sinclair Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local-regional,1,kjzz.org,,,,,,,,,,
local,local,1,kkfx.com,kkfx-cd,CA,http://www.kkfx.com/,,,,Cowles Publishing Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kkpm.tv,kqsl-ld,CA,http://kkpm.tv/,,,,One Ministries,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kkpm.tv,kkpm-cd,CA,http://kkpm.tv/,,,,One Ministries,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kkspc.com,astoria south fulton argus,IL,http://www.kkspc.com/argus,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kktv.com,kktv,CO,http://www.kktv.com/,,,,Gray Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klax-tv.com,klax,LA,http://www.klax-tv.com/,,,,Pollack/Belz Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klbk.com,klbk,TX,http://www.klbk.com/,,,,Nexstar,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klcs.org,klcs,CA,http://www.klcs.org/,,,,Los Angeles Unified School District,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kldotv.com,ketf-ca,TX,http://www.kldotv.com/,,,,Entravision,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klewtv.com,klew,WA,http://www.klewtv.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,klft21.com,klft-lp,LA,http://www.klft21.com/,,,,Delta Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klfy.com,klfy,LA,klfy.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,kljb.com,kljb,IA,http://www.kljb.com/,,,,Grant Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klkntv.com,klkn,NE,http://www.klkntv.com/,,,,Citadel Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klmv68.com,klmv-lp,TX,http://www.klmv68.com/,,,,J.B. Salazar,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klrn.org,klrn,TX,http://www.klrn.org/,,,,Alamo Public Telecommunications Council,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klrt.com,klrt,AR,http://www.klrt.com/,,,,Newport Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klru.org,klru,TX,http://www.klru.org/,,,,Capital of Texas Public Telecommunications Council,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klsrtvfox.com,klsr,OR,http://www.klsrtvfox.com/,,,,California Oregon Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kltj.org,kltj,TX,http://www.kltj.org/,,,,Daystar Television Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kltv.com,kltv,TX,http://www.kltv.com/,,,,Raycom,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,klvx.org,klvx,NV,http://www.klvx.org/,,,,Clark County School District,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,km3news.com,kmtv,NE,http://www.km3news.com/,,,,Journal Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local-regional,1,kmaland.com,,,,,,,,,,
local,local,1,kmbc.com,kmbc,MO,http://www.kmbc.com/,,,,Hearst Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmbc.com,kcwe-tv,MO,http://www.kmbc.com/kcwetv,,,https://www.facebook.com/KCWE29?fref=ts,Hearst,TV station,2018-08-02 14:55:24.612585,hearst.com
local,local,1,kmbc.com,kmbc-tv,MO,http://www.kmbc.com/,kmbc,,https://www.facebook.com/kmbc9?fref=ts,Hearst,TV station,2018-08-02 14:55:24.612585,hearst.com
local,local,1,kmbh.org,kmbh,TX,http://www.kmbh.org/,,,,RGV Educational Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmci.com,kmci,KS,http://www.kmci.com/,,,,E.W. Scripps,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmex.com,kmex,CA,http://www.kmex.com/,,,,Univision Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmir6.com,kmir,CA,http://www.kmir6.com/,,,,Journal Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmiz.com,kmiz,MO,http://www.kmiz.com/,,,,JW Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmos.org,kmos,MO,http://www.kmos.org/,,,,University of Central Missouri,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmov.com,kmov,MO,http://www.kmov.com/,KMOV,,https://www.facebook.com/news4stlouis,Meredith,TV station,2018-08-02 14:55:24.612585,meridith.com
local,local,1,kmph-kfre.com,kmph-cd,CA,http://www.kmph-kfre.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kmph.com,kfre,CA,http://www.kmph.com/,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kmph.com,kmph,CA,http://www.kmph.com/,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kmsgtv.com,kfaz-ca,CA,http://www.kmsgtv.com/,,,,Cocola Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmsgtv.com,kmsg-ld,CA,http://www.kmsgtv.com/,,,,Cocola Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmsstv.com,kmss,LA,http://www.kmsstv.com/,,,,Marshall Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmtp.tv,kmtp,CA,http://www.kmtp.tv/,,,,Minority Television Project,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmtr.com,kmtr,OR,http://www.kmtr.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kmvt.com,kmvt,ID,http://www.kmvt.com/,,,,Neuhoff Family,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kmys.tv,kmys,TX,http://www.kmys.tv,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kmyu.tv,kmyu,UT,http://www.kmyu.tv,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,knct.org,knct,TX,http://www.knct.org/,,,,Central Texas College,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kndo.com,kndo,WA,http://www.kndo.com/,,,,Cowles Publishing Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kndu.com,kndu,WA,http://www.kndu.com/,,,,KHQ Television Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,knik.com,knik-lp,AK,http://www.knik.com/,,,,Fireweed Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,knlc.tv,knlc,MO,http://www.knlc.tv/,,,,New Life Evangelistic Center,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,knlj.tv,knlj,MO,http://www.knlj.tv/,,,,Christian Television Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,knmetv.org,knme,NM,http://www.knmetv.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,knoe.com,knoe,LA,http://www.knoe.com/,,,,NOE Corp.,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,knoxfocus.com,knoxville focus,TN,http://knoxfocus.com,,,https://www.facebook.com/knoxfocus,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,knoxnews.com,knoxville news-sentinel,TN,http://www.knoxnews.com,knoxnews,https://www.youtube.com/user/knoxnews/videos,https://www.facebook.com/knoxnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,knoxnews.com,shopper news now,TN,http://www.knoxnews.com/shopper-news,shoppernewsnow,,https://www.facebook.com/ShopperNewsNow,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,knoxvilledailysun.com,knoxville daily sun,TN,http://www.knoxvilledailysun.com,KnoxDailySun,,https://www.facebook.com/knoxdailysun,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,knpb.org,knpb,NV,http://www.knpb.org/,,,,Channel 5 Public Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,knvn.com,knvn,CA,http://www.knvn.com/,,,,Catamount Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,knwa.com,knwa,AR,http://www.knwa.com/,,,,Nexstar,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,koaa.com,koaa,CO,http://www.koaa.com/,,,,Evening Post Publishing,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,koamtv.com,koam,KS,http://www.koamtv.com/,,,,Saga Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,koat.com,koat,NM,http://www.koat.com/,,,,Hearst Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,koat.com,koat-tv,NM,http://www.koat.com/,koat7news,,https://www.facebook.com/KOAT7?fref=ts,Hearst,TV station,2018-08-02 14:55:24.612585,hearst.com
local,local-regional,1,kob.com,,,,,,,,,,
local,local,1,kobtv.com,kob,NM,http://www.kobtv.com/,,,,Hubbard Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,koco.com,koco,OK,http://www.koco.com/,,,,Hearst Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,koco.com,koco-tv,OK,http://www.koco.com/,koconews,,https://www.facebook.com/koco5?fref=ts,Hearst,TV station,2018-08-02 14:55:24.612585,hearst.com
local,local,1,kodiakdailymirror.com,kodiak daily mirror,AK,http://www.kodiakdailymirror.com,kdkmirror,,https://www.facebook.com/pages/The-Kodiak-Daily-Mirror/117209891693204,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kofytv.com,kofy,CA,http://www.kofytv.com/,,,,Granite Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kohd.com,kohd,OR,http://www.kohd.com/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,koin.com,koin,OR,koin.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,kokomoherald.com,kokomo herald,IN,http://kokomoherald.com,kokomoherald,http://www.youtube.com/channel/UCNuBaOqG1GnT1irYFyB8KDA,https://www.facebook.com/KokomoHerald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kokomoperspective.com,kokomo perspective,IN,http://kokomoperspective.com,KokomoNews,http://www.youtube.com/user/KokomoPerspectiveTV,https://www.facebook.com/KokomoPerspective,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kokomotribune.com,kokomo tribune,IN,http://www.kokomotribune.com,kokomotribune,,https://www.facebook.com/KokomoTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kold.com,kold,AZ,http://www.kold.com/,,,,Raycom Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kolnkgin.com,kgin,NE,http://www.kolnkgin.com/,,,,Gray Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kolotv.com,kolo,NV,http://www.kolotv.com/,,,,Gray Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kolr10.com,kolr,MO,http://www.kolr10.com/,,,,Mission Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,komonews.com,komo,WA,http://www.komonews.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,komotv.com,komo,WA,http://www.komotv.com/,,,,Sinclair Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,komu.com,komu,MO,http://www.komu.com/,,,,University of Missouri – Columbia,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kongtv.com,kong,WA,http://www.kongtv.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,koreatimes.com,korea times,CA,http://www.koreatimes.com,koreatimes,,https://www.facebook.com/koreatimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local-regional,1,kotatv.com,,,,,,,,,,
local,local,1,kotv.com,kotv,OK,http://www.kotv.com/,,,,Griffin Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kpax.com,kpax,MT,http://www.kpax.com/,,,,Evening Post Publishing,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kpbs.org,kpbs,CA,http://www.kpbs.org/,,,,San Diego State University,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kpbt.org,kpbt,TX,http://www.kpbt.org/,,,,Permian Basin Public Telecommunications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kpcnews.com,albion new era,IN,http://kpcnews.com/news/latest/new_era,kpcnews,https://www.youtube.com/user/kpcnewscom,https://www.facebook.com/albionnewera,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kpcnews.com,angola herald republican,IN,http://kpcnews.com/news/latest/heraldrepublican,kpcnews,https://www.youtube.com/user/kpcnewscom,https://www.facebook.com/kpcnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kpcnews.com,dekalb star,IN,http://kpcnews.com/news/latest/eveningstar,kpcnews,http://www.youtube.com/user/kpcnewscom,https://www.facebook.com/kpcnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kpcnews.com,butler bulletin,IN,http://kpcnews.com/news/latest/butlerbulletin,kpcnews,https://www.youtube.com/user/kpcnewscom,https://www.facebook.com/kpcnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kpcnews.com,garrett clipper,IN,http://kpcnews.com/?x=garrettclipper,kpcnews,https://www.youtube.com/user/kpcnewscom,https://www.facebook.com/kpcnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kpcnews.com,northwest news,IN,http://kpcnews.com/news/latest/northwest,kpcnews,https://www.youtube.com/user/kpcnewscom,https://www.facebook.com/pages/Northwest-News-Printing/228289830547430,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kpcnews.com,news sun,IN,http://kpcnews.com,kpcnews,http://www.youtube.com/user/kpcnewscom,https://www.facebook.com/kpcnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kpcnews.com,advance-leader,IN,http://kpcnews.com/news/latest/advanceleader,kpcnews,https://www.youtube.com/user/kpcnewscom,https://www.facebook.com/kpcnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kpdx.com,kpdx,WA,http://www.kpdx.com/,,,,Meredith,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kpho.com,kpho,AZ,http://www.kpho.com/,CBS5AZ,,https://www.facebook.com/CBS5AZ,Meredith,TV station,2018-08-02 14:55:24.612585,meridith.com
local,local,1,kpic.com,kpic,OR,http://www.kpic.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kplctv.com,kplc,LA,http://www.kplctv.com/,,,,Raycom,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kplr11.com,kplr,MO,http://kplr11.com/,kplr11,,https://www.facebook.com/KPLR11,Tribune,TV station,2018-08-04 01:06:48.283394,tribunemedia.com
local,local,1,kptm.com,kptm,NE,http://www.kptm.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kpts.org,kpts,KS,http://www.kpts.org/,,,,Kansas Public Telecommunications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kptv.com,kptv,OR,http://www.kptv.com/,fox12oregon,,https://www.facebook.com/fox12oregon,Meredith,TV station,2018-08-02 14:55:24.612585,meridith.com
local,local,1,kptv.com,kpdx,OR,http://www.kptv.com/category/210090/pdx-tv,fox12oregon,,https://www.facebook.com/fox12oregon,Meredith,TV station,2018-08-02 14:55:24.612585,meridith.com
local,local,1,kpvi.com,kpvi,ID,http://www.kpvi.com/,,,,Sunbelt Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kpwb.com,kcwi,IA,http://www.kpwb.com/,,,,Pappas Telecasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kpxj21.com,kpxj,LA,http://www.kpxj21.com/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kq2.com,kqtv,MO,http://www.kq2.com/,,,,Nexstar,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kqdsfox21.tv,kqds,MN,http://www.kqdsfox21.tv/,,,,Red River Broadcasting Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kqed.org,kqed,CA,http://www.kqed.org/,,,,Northern California Public Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kqegtv.com,kqeg-ca,MN,http://www.kqegtv.com/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kqet.com,kqet,CA,http://www.kqet.com/,,,,Northern California Public Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,krbc.tv,krbc,TX,http://www.krbc.tv/,,,,Mission Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,krcb.org,krcb,CA,http://www.krcb.org/,,,,Rural California Broadcasting Corporation,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,krcg.com,krcg,MO,http://www.krcg.com/,,,,Barington Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,krcgtv.com,krcg,MO,http://krcgtv.com/,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,krcrtv.com,krcr,CA,http://www.krcrtv.com/,,,,Bluestone Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local-regional,1,krdo.com,,,,,,,,,,
local,local,1,krdotv.com,krdo,CO,http://www.krdotv.com/,,,,The Pikes Peak Broadcasting Co.,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,krem.com,krem,WA,http://www.krem.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,krem.com,kskn,WA,http://www.krem.com/cwtv/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,krextv.com,krex,CO,http://www.krextv.com/,,,,Hoak Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local-regional,1,krgv.com,,,,,,,,,,
local,local,1,kristv.com,kris,TX,http://www.kristv.com/,,,,Evening Post Publishing,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,krma.org,krma,CO,http://www.krma.org/,,,,Rocky Mountain Public Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kron.com,kron,CA,http://www.kron.com/,,,,Nexstar Media Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kron4.com,kron,CA,kron4.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
